cliente_id,tipo_cliente,estado,superficie_m2,ocupantes,costo_energia_mxn
CLIENTE_1224,Comercial,Tlaxcala,77,3,222.45
CLIENTE_1225,Residencial,Chihuahua,45,3,378.25
CLIENTE_1226,Residencial,Colima,45,4,525.88
CLIENTE_1227,Residencial,Coahuila,45,4,570.27
CLIENTE_1228,Residencial,Guerrero,77,1,374.79
CLIENTE_1229,Comercial,Michoacán,24,3,286.9
CLIENTE_1230,Residencial,Ciudad de México,45,2,208.96
CLIENTE_1231,Comercial,Michoacán,45,1,236.25
CLIENTE_1232,Residencial,San Luis Potosí,45,1,212.5
CLIENTE_1233,Residencial,Michoacán,17,3,236.32
CLIENTE_1234,Residencial,Ciudad de México,45,2,279.6
CLIENTE_1235,Comercial,Hidalgo,24,2,222.57
CLIENTE_1236,Residencial,Tabasco,45,2,232.03
CLIENTE_1237,Comercial,Guanajuato,45,3,286.48
CLIENTE_1238,Residencial,Jalisco,52,4,465.5
CLIENTE_1239,Comercial,Campeche,45,3,290.74
CLIENTE_1240,Residencial,Yucatán,24,2,283.25
CLIENTE_1241,Comercial,Guerrero,24,3,325.24
CLIENTE_1242,Comercial,Tamaulipas,52,2,382.36
CLIENTE_1243,Comercial,Jalisco,24,3,220.55
CLIENTE_1244,Comercial,Jalisco,45,4,415.34
CLIENTE_1245,Comercial,Michoacán,24,1,365.9
CLIENTE_1246,Residencial,Guanajuato,45,1,298.3
CLIENTE_1247,Residencial,Puebla,45,3,349.03
CLIENTE_1248,Residencial,Aguascalientes,24,3,241.53
CLIENTE_1249,Comercial,Guanajuato,24,2,361.23
CLIENTE_1250,Residencial,Nuevo León,52,4,587.1
CLIENTE_1251,Comercial,Aguascalientes,45,1,323.49
CLIENTE_1252,Residencial,Puebla,45,2,220.17
CLIENTE_1253,Residencial,Morelos,52,3,374.19
CLIENTE_1254,Residencial,Chihuahua,77,4,559.74
CLIENTE_1255,Comercial,Guanajuato,24,2,346.03
CLIENTE_1256,Residencial,Michoacán,77,2,206.68
CLIENTE_1257,Residencial,Guanajuato,17,3,355.41
CLIENTE_1258,Residencial,Aguascalientes,24,1,226.4
CLIENTE_1259,Residencial,Yucatán,52,2,242.9
CLIENTE_1260,Residencial,Tlaxcala,24,3,312.13
CLIENTE_1261,Residencial,Chihuahua,24,2,251.22
CLIENTE_1262,Comercial,Quintana Roo,24,3,328.55
CLIENTE_1263,Residencial,Morelos,45,3,318.14
CLIENTE_1264,Residencial,Veracruz,45,3,220.59
CLIENTE_1265,Residencial,Quintana Roo,45,4,531.32
CLIENTE_1266,Residencial,Jalisco,52,1,379.81
CLIENTE_1267,Residencial,Oaxaca,45,4,428.22
CLIENTE_1268,Residencial,Chihuahua,24,1,316.01
CLIENTE_1269,Residencial,Ciudad de México,77,3,266.19
CLIENTE_1270,Residencial,Michoacán,24,1,289.18
CLIENTE_1271,Comercial,Puebla,17,2,255.51
CLIENTE_1272,Comercial,San Luis Potosí,17,1,268.58
CLIENTE_1273,Comercial,Sonora,45,1,205.12
CLIENTE_1274,Residencial,Jalisco,17,2,391.02
CLIENTE_1275,Residencial,Guanajuato,17,2,321.4
CLIENTE_1276,Residencial,Michoacán,24,2,297.2
CLIENTE_1277,Residencial,Ciudad de México,24,3,274.36
CLIENTE_1278,Comercial,Puebla,45,2,304.76
CLIENTE_1279,Residencial,Campeche,52,2,273.68
CLIENTE_1280,Residencial,Morelos,45,2,269.72
CLIENTE_1281,Residencial,Yucatán,24,3,290.02
CLIENTE_1282,Comercial,Jalisco,24,1,253.35
CLIENTE_1283,Residencial,Colima,77,3,234.65
CLIENTE_1284,Residencial,Colima,17,1,308.1
CLIENTE_1285,Residencial,Tlaxcala,52,2,363.96
CLIENTE_1286,Residencial,Aguascalientes,24,3,229.33
CLIENTE_1287,Residencial,Chiapas,77,3,205.88
CLIENTE_1288,Residencial,Jalisco,24,1,247.65
CLIENTE_1289,Residencial,Zacatecas,45,3,390.68
CLIENTE_1290,Residencial,Aguascalientes,45,3,361.23
CLIENTE_1291,Residencial,Chihuahua,45,4,518.78
CLIENTE_1292,Residencial,Morelos,24,1,380.84
CLIENTE_1293,Residencial,Oaxaca,45,3,286.41
CLIENTE_1294,Comercial,Morelos,45,3,391.36
CLIENTE_1295,Comercial,Tabasco,17,2,257.34
CLIENTE_1296,Residencial,Campeche,17,2,246.39
CLIENTE_1297,Residencial,Ciudad de México,45,2,323.99
CLIENTE_1298,Residencial,Nuevo León,17,2,273.3
CLIENTE_1299,Residencial,Colima,45,2,321.71
CLIENTE_1300,Comercial,Hidalgo,24,3,259.01
CLIENTE_1301,Residencial,Colima,45,3,320.07
CLIENTE_1302,Comercial,Jalisco,24,2,253.31
CLIENTE_1303,Residencial,Colima,45,1,209.46
CLIENTE_1304,Residencial,Colima,17,2,377.49
CLIENTE_1305,Comercial,Ciudad de México,17,3,371.83
CLIENTE_1306,Comercial,Jalisco,17,1,388.93
CLIENTE_1307,Comercial,Tlaxcala,77,2,339.3
CLIENTE_1308,Comercial,Morelos,17,1,332.73
CLIENTE_1309,Residencial,Guanajuato,45,2,308.56
CLIENTE_1310,Comercial,Yucatán,17,3,224.09
CLIENTE_1311,Residencial,Puebla,17,2,236.44
CLIENTE_1312,Comercial,Michoacán,45,1,255.97
CLIENTE_1313,Residencial,Aguascalientes,45,3,373.2
CLIENTE_1314,Comercial,Morelos,77,2,233.24
CLIENTE_1315,Residencial,Morelos,77,2,379.58
CLIENTE_1316,Residencial,Veracruz,45,2,301.53
CLIENTE_1317,Residencial,Colima,45,2,339.11
CLIENTE_1318,Comercial,Aguascalientes,45,4,417.62
CLIENTE_1319,Residencial,Aguascalientes,24,3,251.98
CLIENTE_1320,Residencial,Sonora,77,4,594.32
CLIENTE_1321,Residencial,Colima,45,3,251.45
CLIENTE_1322,Residencial,Aguascalientes,45,2,257.37
CLIENTE_1323,Comercial,Aguascalientes,24,3,238.07
CLIENTE_1324,Residencial,Hidalgo,17,1,224.69
CLIENTE_1325,Comercial,Nuevo León,77,3,245.02
CLIENTE_1326,Residencial,Ciudad de México,24,1,324.82
CLIENTE_1327,Residencial,San Luis Potosí,45,1,288.34
CLIENTE_1328,Comercial,Guanajuato,17,3,307.57
CLIENTE_1329,Comercial,Colima,52,2,223.36
CLIENTE_1330,Residencial,Coahuila,17,3,356.02
CLIENTE_1331,Residencial,Chihuahua,52,4,557.99
CLIENTE_1332,Comercial,Colima,17,1,203.72
CLIENTE_1333,Residencial,Michoacán,52,1,274.32
CLIENTE_1334,Comercial,Colima,45,4,408.99
CLIENTE_1335,Comercial,Hidalgo,24,3,354.05
CLIENTE_1336,Comercial,Colima,45,1,343.37
CLIENTE_1337,Residencial,Ciudad de México,24,3,375.52
CLIENTE_1338,Comercial,Tlaxcala,24,3,245.63
CLIENTE_1339,Residencial,Colima,52,2,288.53
CLIENTE_1340,Residencial,Tlaxcala,45,1,235.49
CLIENTE_1341,Residencial,Tlaxcala,24,3,271.93
CLIENTE_1342,Residencial,Michoacán,24,1,301.42
CLIENTE_1343,Comercial,Guanajuato,24,3,209.91
CLIENTE_1344,Comercial,Campeche,52,3,339.0
CLIENTE_1345,Comercial,Jalisco,24,2,305.52
CLIENTE_1346,Residencial,Nuevo León,77,4,567.34
CLIENTE_1347,Residencial,Ciudad de México,77,3,252.55
CLIENTE_1348,Residencial,Oaxaca,17,2,375.78
CLIENTE_1349,Comercial,Colima,24,1,394.36
CLIENTE_1350,Residencial,Jalisco,52,2,378.9
CLIENTE_1351,Comercial,Sonora,24,2,351.27
CLIENTE_1352,Residencial,Guanajuato,17,1,358.04
CLIENTE_1353,Residencial,Tamaulipas,24,2,311.45
CLIENTE_1354,Comercial,Jalisco,45,2,236.59
CLIENTE_1355,Residencial,San Luis Potosí,45,3,331.63
CLIENTE_1356,Comercial,San Luis Potosí,17,2,338.58
CLIENTE_1357,Comercial,Aguascalientes,17,3,391.78
CLIENTE_1358,Residencial,Michoacán,77,4,507.41
CLIENTE_1359,Residencial,Oaxaca,45,2,252.43
CLIENTE_1360,Residencial,Colima,45,1,332.92
CLIENTE_1361,Comercial,Sonora,45,1,390.6
CLIENTE_1362,Residencial,Colima,45,4,431.57
CLIENTE_1363,Residencial,Ciudad de México,45,4,462.57
CLIENTE_1364,Residencial,Michoacán,24,2,305.25
CLIENTE_1365,Comercial,Aguascalientes,24,3,232.71
CLIENTE_1366,Residencial,Michoacán,45,2,203.83
CLIENTE_1367,Comercial,Tlaxcala,45,3,265.24
CLIENTE_1368,Comercial,Ciudad de México,77,2,368.37
CLIENTE_1369,Residencial,Aguascalientes,24,1,207.97
CLIENTE_1370,Residencial,Chiapas,77,1,283.21
CLIENTE_1371,Comercial,Guanajuato,77,3,348.23
CLIENTE_1372,Residencial,Puebla,24,2,385.51
CLIENTE_1373,Comercial,Zacatecas,45,4,599.91
CLIENTE_1374,Residencial,Guerrero,45,3,281.85
CLIENTE_1375,Residencial,Ciudad de México,77,1,384.94
CLIENTE_1376,Comercial,Sonora,45,3,206.42
CLIENTE_1377,Residencial,Aguascalientes,45,2,345.04
CLIENTE_1378,Residencial,Tabasco,45,4,528.54
CLIENTE_1379,Residencial,Oaxaca,24,3,248.18
CLIENTE_1380,Residencial,Tabasco,24,2,298.49
CLIENTE_1381,Residencial,Aguascalientes,45,2,224.77
CLIENTE_1382,Residencial,Guanajuato,45,4,576.19
CLIENTE_1383,Comercial,Coahuila,45,1,269.34
CLIENTE_1384,Residencial,Morelos,45,2,321.67
CLIENTE_1385,Comercial,Aguascalientes,24,2,230.47
CLIENTE_1386,Residencial,Aguascalientes,45,2,239.74
CLIENTE_1387,Comercial,Aguascalientes,17,3,393.07
CLIENTE_1388,Residencial,Jalisco,52,1,346.45
CLIENTE_1389,Comercial,Morelos,77,3,387.22
CLIENTE_1390,Residencial,Michoacán,45,3,257.22
CLIENTE_1391,Residencial,Nuevo León,17,1,231.61
CLIENTE_1392,Residencial,Guanajuato,24,3,297.65
CLIENTE_1393,Residencial,Michoacán,45,3,296.02
CLIENTE_1394,Residencial,Michoacán,45,4,431.11
CLIENTE_1395,Residencial,Veracruz,45,4,547.39
CLIENTE_1396,Comercial,Tlaxcala,24,2,270.1
CLIENTE_1397,Residencial,Jalisco,45,3,235.87
CLIENTE_1398,Residencial,Puebla,45,1,264.29
CLIENTE_1399,Residencial,Guanajuato,24,3,309.47
CLIENTE_1400,Comercial,Chiapas,45,4,545.98
CLIENTE_1401,Residencial,Colima,17,2,293.55
CLIENTE_1402,Residencial,Yucatán,45,3,302.06
CLIENTE_1403,Residencial,Puebla,52,1,226.59
CLIENTE_1404,Comercial,Yucatán,45,4,585.16
CLIENTE_1405,Comercial,Nuevo León,52,2,380.72
CLIENTE_1406,Residencial,Chiapas,45,3,332.84
CLIENTE_1407,Comercial,Puebla,24,1,202.96
CLIENTE_1408,Comercial,Hidalgo,45,4,506.54
CLIENTE_1409,Residencial,Colima,45,1,322.28
CLIENTE_1410,Comercial,Zacatecas,24,3,393.6
CLIENTE_1411,Residencial,Sonora,17,3,393.87
CLIENTE_1412,Residencial,Puebla,45,2,366.85
CLIENTE_1413,Residencial,Tabasco,17,3,211.96
CLIENTE_1414,Residencial,Tlaxcala,17,2,385.51
CLIENTE_1415,Residencial,Tlaxcala,45,3,319.05
CLIENTE_1416,Comercial,Aguascalientes,24,1,355.79
CLIENTE_1417,Residencial,Morelos,77,1,278.96
CLIENTE_1418,Residencial,Oaxaca,24,1,261.9
CLIENTE_1419,Residencial,Jalisco,45,1,289.9
CLIENTE_1420,Comercial,Guanajuato,45,2,228.15
CLIENTE_1421,Residencial,Guerrero,45,1,269.19
CLIENTE_1422,Residencial,Aguascalientes,24,2,366.85
CLIENTE_1423,Residencial,Nuevo León,77,2,206.91
CLIENTE_1424,Residencial,Ciudad de México,45,2,228.95
CLIENTE_1425,Comercial,Michoacán,52,3,223.9
CLIENTE_1426,Comercial,Hidalgo,24,2,278.16
CLIENTE_1427,Residencial,Zacatecas,17,3,394.06
CLIENTE_1428,Comercial,Colima,45,2,233.32
CLIENTE_1429,Residencial,Morelos,17,3,227.89
CLIENTE_1430,Comercial,Colima,45,4,585.24
CLIENTE_1431,Residencial,Colima,24,3,371.6
CLIENTE_1432,Residencial,Veracruz,45,4,401.39
CLIENTE_1433,Residencial,Quintana Roo,77,1,346.18
CLIENTE_1434,Comercial,Aguascalientes,45,2,327.41
CLIENTE_1435,Residencial,Jalisco,52,3,349.3
CLIENTE_1436,Residencial,Michoacán,45,4,497.65
CLIENTE_1437,Residencial,Colima,45,4,601.16
CLIENTE_1438,Comercial,Nuevo León,77,1,208.05
CLIENTE_1439,Residencial,Sonora,52,2,245.21
CLIENTE_1440,Comercial,Aguascalientes,45,1,276.87
CLIENTE_1441,Comercial,Hidalgo,24,3,287.28
CLIENTE_1442,Residencial,Tamaulipas,45,4,586.57
CLIENTE_1443,Comercial,Michoacán,24,1,308.79
CLIENTE_1444,Residencial,Nuevo León,45,1,208.32
CLIENTE_1445,Comercial,Guanajuato,45,2,279.07
CLIENTE_1446,Residencial,Colima,52,3,280.78
CLIENTE_1447,Comercial,San Luis Potosí,52,2,387.9
CLIENTE_1448,Comercial,Jalisco,45,2,316.43
CLIENTE_1449,Comercial,Nuevo León,17,1,323.53
CLIENTE_1450,Comercial,Guanajuato,52,3,338.69
CLIENTE_1451,Residencial,Tabasco,24,2,349.75
CLIENTE_1452,Residencial,Guerrero,45,3,323.42
CLIENTE_1453,Comercial,Guanajuato,17,2,245.78
CLIENTE_1454,Residencial,Tlaxcala,24,1,370.04
CLIENTE_1455,Residencial,Veracruz,77,2,342.34
CLIENTE_1456,Comercial,Tlaxcala,17,2,344.28
CLIENTE_1457,Comercial,Jalisco,45,4,602.22
CLIENTE_1458,Comercial,Jalisco,24,2,356.1
CLIENTE_1459,Residencial,Coahuila,77,3,361.3
CLIENTE_1460,Comercial,Hidalgo,52,1,385.13
CLIENTE_1461,Residencial,Puebla,24,3,228.99
CLIENTE_1462,Comercial,Guanajuato,17,2,296.63
CLIENTE_1463,Residencial,Zacatecas,45,4,515.58
CLIENTE_1464,Comercial,Morelos,24,1,263.76
CLIENTE_1465,Comercial,Quintana Roo,45,3,363.28
CLIENTE_1466,Residencial,Tamaulipas,17,2,348.27
CLIENTE_1467,Comercial,Aguascalientes,17,1,340.18
CLIENTE_1468,Residencial,Sonora,45,4,602.34
CLIENTE_1469,Comercial,Oaxaca,24,1,250.12
CLIENTE_1470,Comercial,Colima,52,4,547.85
CLIENTE_1471,Residencial,Jalisco,17,2,307.08
CLIENTE_1472,Comercial,Campeche,24,1,260.57
CLIENTE_1473,Comercial,Jalisco,77,1,230.85
CLIENTE_1474,Residencial,Zacatecas,45,4,581.25
CLIENTE_1475,Residencial,Jalisco,45,3,315.7
CLIENTE_1476,Comercial,Veracruz,24,1,360.47
CLIENTE_1477,Comercial,Aguascalientes,45,3,305.9
CLIENTE_1478,Comercial,Coahuila,45,3,242.44
CLIENTE_1479,Comercial,Aguascalientes,24,3,265.35
CLIENTE_1480,Residencial,Coahuila,52,3,273.94
CLIENTE_1481,Comercial,Colima,45,1,389.35
CLIENTE_1482,Residencial,Michoacán,24,1,200.6
CLIENTE_1483,Residencial,Jalisco,45,3,391.82
CLIENTE_1484,Residencial,Coahuila,45,1,390.83
CLIENTE_1485,Residencial,Ciudad de México,24,3,393.87
CLIENTE_1486,Residencial,Michoacán,45,3,292.49
CLIENTE_1487,Residencial,Guerrero,24,3,387.56
CLIENTE_1488,Comercial,Morelos,45,4,477.05
CLIENTE_1489,Residencial,Colima,45,2,204.63
CLIENTE_1490,Residencial,Michoacán,45,1,243.28
CLIENTE_1491,Residencial,Jalisco,77,1,383.95
CLIENTE_1492,Residencial,Hidalgo,24,3,202.2
CLIENTE_1493,Residencial,Jalisco,45,4,508.4
CLIENTE_1494,Residencial,Puebla,45,4,410.4
CLIENTE_1495,Residencial,Zacatecas,45,1,255.4
CLIENTE_1496,Comercial,Tamaulipas,45,3,216.68
CLIENTE_1497,Residencial,Hidalgo,17,1,367.23
CLIENTE_1498,Residencial,Tamaulipas,24,3,314.83
CLIENTE_1499,Residencial,Ciudad de México,24,3,375.52
CLIENTE_1500,Comercial,Colima,77,2,333.83
CLIENTE_1501,Residencial,Tlaxcala,24,3,388.97
CLIENTE_1502,Residencial,Sonora,52,2,298.98
CLIENTE_1503,Residencial,Guanajuato,45,1,324.14
CLIENTE_1504,Residencial,Sonora,24,1,311.94
CLIENTE_1505,Residencial,Chihuahua,45,4,495.52
CLIENTE_1506,Residencial,Yucatán,52,2,364.57
CLIENTE_1507,Residencial,Aguascalientes,52,1,325.28
CLIENTE_1508,Residencial,Oaxaca,24,2,355.87
CLIENTE_1509,Residencial,Chiapas,24,1,352.94
CLIENTE_1510,Comercial,Aguascalientes,24,2,236.78
CLIENTE_1511,Comercial,Chihuahua,17,2,326.38
CLIENTE_1512,Comercial,Michoacán,45,3,238.45
CLIENTE_1513,Comercial,Tabasco,52,1,313.31
CLIENTE_1514,Residencial,Guanajuato,24,3,331.7
CLIENTE_1515,Residencial,Guanajuato,45,4,602.38
CLIENTE_1516,Residencial,Ciudad de México,45,2,205.47
CLIENTE_1517,Residencial,Quintana Roo,24,3,217.32
CLIENTE_1518,Comercial,Michoacán,17,2,214.55
CLIENTE_1519,Residencial,Guerrero,45,1,277.25
CLIENTE_1520,Comercial,Puebla,52,1,359.82
CLIENTE_1521,Residencial,Morelos,45,4,570.46
CLIENTE_1522,Comercial,Puebla,17,1,343.29
CLIENTE_1523,Residencial,Jalisco,24,2,374.49
CLIENTE_1524,Residencial,Puebla,17,3,262.5
CLIENTE_1525,Residencial,Coahuila,45,1,216.71
CLIENTE_1526,Residencial,Zacatecas,45,2,210.86
CLIENTE_1527,Residencial,Tamaulipas,17,3,365.79
CLIENTE_1528,Residencial,Chiapas,52,2,342.04
CLIENTE_1529,Comercial,Hidalgo,45,4,540.17
CLIENTE_1530,Residencial,Chiapas,45,2,265.77
CLIENTE_1531,Residencial,Aguascalientes,77,4,473.78
CLIENTE_1532,Residencial,Veracruz,17,1,386.46
CLIENTE_1533,Comercial,Veracruz,77,4,407.97
CLIENTE_1534,Residencial,Chihuahua,17,2,350.47
CLIENTE_1535,Residencial,Coahuila,24,2,259.92
CLIENTE_1536,Residencial,Ciudad de México,52,3,207.14
CLIENTE_1537,Residencial,Colima,77,1,344.39
CLIENTE_1538,Comercial,Campeche,45,2,264.06
CLIENTE_1539,Residencial,Michoacán,45,4,545.07
CLIENTE_1540,Residencial,Michoacán,45,2,337.59
CLIENTE_1541,Comercial,Morelos,52,3,303.85
CLIENTE_1542,Residencial,Yucatán,17,2,351.2
CLIENTE_1543,Residencial,Veracruz,52,2,312.89
CLIENTE_1544,Residencial,Morelos,45,2,255.44
CLIENTE_1545,Comercial,Jalisco,45,2,342.76
CLIENTE_1546,Residencial,Sonora,45,4,517.37
CLIENTE_1547,Comercial,Colima,45,2,201.97
CLIENTE_1548,Residencial,Colima,77,3,375.44
CLIENTE_1549,Residencial,Nuevo León,45,2,305.98
CLIENTE_1550,Residencial,Jalisco,77,2,368.98
CLIENTE_1551,Comercial,Tlaxcala,24,2,371.75
CLIENTE_1552,Residencial,Michoacán,45,4,487.35
CLIENTE_1553,Comercial,Jalisco,52,4,500.38
CLIENTE_1554,Comercial,Nuevo León,45,2,280.63
CLIENTE_1555,Residencial,Aguascalientes,45,4,488.26
CLIENTE_1556,Residencial,Aguascalientes,45,1,374.19
CLIENTE_1557,Residencial,Morelos,52,1,353.29
CLIENTE_1558,Residencial,Coahuila,52,1,224.2
CLIENTE_1559,Comercial,Colima,17,1,318.59
CLIENTE_1560,Comercial,San Luis Potosí,52,3,393.83
CLIENTE_1561,Residencial,Morelos,45,1,315.7
CLIENTE_1562,Residencial,Ciudad de México,24,3,352.83
CLIENTE_1563,Comercial,Hidalgo,52,4,554.84
CLIENTE_1564,Residencial,Aguascalientes,45,1,267.86
CLIENTE_1565,Comercial,Puebla,52,3,272.04
CLIENTE_1566,Residencial,Tlaxcala,24,1,340.78
CLIENTE_1567,Comercial,Aguascalientes,17,2,297.05
CLIENTE_1568,Residencial,Colima,45,1,310.84
CLIENTE_1569,Residencial,Morelos,17,1,338.62
CLIENTE_1570,Residencial,Guanajuato,45,1,351.23
CLIENTE_1571,Residencial,Jalisco,24,2,252.47
CLIENTE_1572,Residencial,Coahuila,45,3,228.15
CLIENTE_1573,Comercial,Nuevo León,17,3,256.42
CLIENTE_1574,Comercial,Tabasco,24,2,298.53
CLIENTE_1575,Residencial,Nuevo León,45,1,266.27
CLIENTE_1576,Residencial,Aguascalientes,24,1,310.42
CLIENTE_1577,Residencial,Guerrero,45,1,209.95
CLIENTE_1578,Residencial,Ciudad de México,77,3,298.98
CLIENTE_1579,Residencial,Puebla,45,3,271.32
CLIENTE_1580,Residencial,Colima,52,2,303.85
CLIENTE_1581,Residencial,Campeche,17,2,281.96
CLIENTE_1582,Residencial,San Luis Potosí,24,3,254.94
CLIENTE_1583,Residencial,Aguascalientes,52,1,375.93
CLIENTE_1584,Residencial,Tamaulipas,45,1,235.56
CLIENTE_1585,Comercial,Guanajuato,45,1,332.46
CLIENTE_1586,Residencial,Michoacán,45,1,379.92
CLIENTE_1587,Comercial,Michoacán,45,4,506.84
CLIENTE_1588,Residencial,Sonora,17,2,370.5
CLIENTE_1589,Residencial,Hidalgo,45,2,223.86
CLIENTE_1590,Comercial,Colima,45,3,295.87
CLIENTE_1591,Comercial,Michoacán,45,2,288.69
CLIENTE_1592,Comercial,Morelos,52,4,396.34
CLIENTE_1593,Residencial,Ciudad de México,24,1,285.99
CLIENTE_1594,Residencial,Tabasco,24,3,271.51
CLIENTE_1595,Comercial,Jalisco,52,4,534.17
CLIENTE_1596,Residencial,Tlaxcala,45,2,382.58
CLIENTE_1597,Residencial,Nuevo León,45,2,216.26
CLIENTE_1598,Residencial,Morelos,17,2,263.42
CLIENTE_1599,Residencial,Zacatecas,24,2,286.14
CLIENTE_1600,Comercial,Michoacán,45,4,489.48
CLIENTE_1601,Residencial,Michoacán,24,2,350.7
CLIENTE_1602,Residencial,Aguascalientes,52,1,286.03
CLIENTE_1603,Residencial,Puebla,77,4,400.33
CLIENTE_1604,Residencial,Tabasco,52,1,338.05
CLIENTE_1605,Residencial,Jalisco,24,1,372.17
CLIENTE_1606,Residencial,Tamaulipas,45,4,501.71
CLIENTE_1607,Residencial,Chihuahua,24,2,312.89
CLIENTE_1608,Comercial,Michoacán,24,3,231.31
CLIENTE_1609,Residencial,Veracruz,17,1,242.55
CLIENTE_1610,Residencial,Hidalgo,24,1,245.4
CLIENTE_1611,Comercial,Quintana Roo,77,2,283.56
CLIENTE_1612,Comercial,Aguascalientes,24,3,380.61
CLIENTE_1613,Residencial,Ciudad de México,24,1,301.3
CLIENTE_1614,Residencial,Sonora,77,4,434.68
CLIENTE_1615,Residencial,Tamaulipas,17,1,251.41
CLIENTE_1616,Comercial,Colima,45,3,274.44
CLIENTE_1617,Comercial,Tlaxcala,24,2,321.1
CLIENTE_1618,Comercial,Puebla,17,3,285.38
CLIENTE_1619,Residencial,Aguascalientes,77,2,276.07
CLIENTE_1620,Comercial,Jalisco,17,1,309.7
CLIENTE_1621,Residencial,Coahuila,45,3,246.7
CLIENTE_1622,Residencial,Aguascalientes,24,3,214.89
CLIENTE_1623,Residencial,Michoacán,17,1,204.25
CLIENTE_1624,Comercial,Jalisco,17,1,248.52
CLIENTE_1625,Residencial,Tabasco,17,2,217.36
CLIENTE_1626,Comercial,Tlaxcala,17,1,265.13
CLIENTE_1627,Residencial,Quintana Roo,45,1,350.32
CLIENTE_1628,Residencial,Guanajuato,45,3,339.26
CLIENTE_1629,Residencial,Michoacán,24,2,318.71
CLIENTE_1630,Residencial,Colima,45,1,365.86
CLIENTE_1631,Comercial,Guanajuato,77,3,254.52
CLIENTE_1632,Residencial,Chihuahua,77,1,372.21
CLIENTE_1633,Comercial,Guanajuato,45,1,277.4
CLIENTE_1634,Comercial,Guanajuato,52,1,277.74
CLIENTE_1635,Comercial,Jalisco,24,1,278.58
CLIENTE_1636,Residencial,Tlaxcala,24,2,218.65
CLIENTE_1637,Residencial,Oaxaca,45,3,389.84
CLIENTE_1638,Residencial,Aguascalientes,45,3,226.52
CLIENTE_1639,Comercial,Tamaulipas,45,1,266.0
CLIENTE_1640,Comercial,Aguascalientes,45,3,261.82
CLIENTE_1641,Residencial,Jalisco,77,1,214.05
CLIENTE_1642,Comercial,Michoacán,52,4,426.4
CLIENTE_1643,Residencial,Aguascalientes,45,3,208.24
CLIENTE_1644,Residencial,Quintana Roo,45,4,455.58
CLIENTE_1645,Residencial,Morelos,24,2,368.6
CLIENTE_1646,Comercial,Colima,17,2,265.73
CLIENTE_1647,Residencial,Quintana Roo,24,3,223.63
CLIENTE_1648,Comercial,Quintana Roo,45,1,325.51
CLIENTE_1649,Comercial,Guanajuato,17,1,393.98
CLIENTE_1650,Comercial,Chiapas,52,1,244.83
CLIENTE_1651,Residencial,Chihuahua,24,1,254.07
CLIENTE_1652,Residencial,Campeche,45,2,389.12
CLIENTE_1653,Residencial,Ciudad de México,17,1,234.38
CLIENTE_1654,Residencial,Hidalgo,24,1,299.25
CLIENTE_1655,Residencial,Tlaxcala,52,4,444.6
CLIENTE_1656,Comercial,Guanajuato,45,1,381.44
CLIENTE_1657,Residencial,Hidalgo,77,1,391.02
CLIENTE_1658,Residencial,Morelos,77,2,358.45
CLIENTE_1659,Residencial,Sonora,24,3,260.91
CLIENTE_1660,Residencial,Hidalgo,24,3,278.24
CLIENTE_1661,Residencial,Guanajuato,52,4,445.13
CLIENTE_1662,Residencial,Aguascalientes,77,1,373.31
CLIENTE_1663,Comercial,Puebla,45,1,377.95
CLIENTE_1664,Residencial,Michoacán,45,3,281.24
CLIENTE_1665,Comercial,Campeche,45,2,327.6
CLIENTE_1666,Comercial,Guanajuato,24,2,231.8
CLIENTE_1667,Residencial,Tlaxcala,45,4,485.26
CLIENTE_1668,Comercial,Aguascalientes,52,2,322.73
CLIENTE_1669,Residencial,Hidalgo,45,2,274.7
CLIENTE_1670,Comercial,Coahuila,17,2,269.27
CLIENTE_1671,Residencial,Tlaxcala,24,2,199.69
CLIENTE_1672,Comercial,Campeche,17,2,356.44
CLIENTE_1673,Comercial,Morelos,24,2,373.05
CLIENTE_1674,Comercial,Tamaulipas,77,2,388.66
CLIENTE_1675,Comercial,Coahuila,17,1,339.83
CLIENTE_1676,Residencial,Quintana Roo,24,2,306.58
CLIENTE_1677,Residencial,Guanajuato,24,1,252.05
CLIENTE_1678,Residencial,Morelos,45,3,394.48
CLIENTE_1679,Residencial,Guanajuato,45,1,314.56
CLIENTE_1680,Comercial,Michoacán,24,3,332.42
CLIENTE_1681,Residencial,Jalisco,24,1,332.65
CLIENTE_1682,Comercial,Hidalgo,24,3,364.42
CLIENTE_1683,Residencial,Tabasco,45,1,201.4
CLIENTE_1684,Comercial,Morelos,24,1,242.48
CLIENTE_1685,Residencial,Jalisco,77,3,329.38
CLIENTE_1686,Comercial,Tamaulipas,45,2,374.19
CLIENTE_1687,Comercial,Ciudad de México,17,2,333.22
CLIENTE_1688,Residencial,Tlaxcala,45,2,280.17
CLIENTE_1689,Residencial,Jalisco,24,2,270.07
CLIENTE_1690,Comercial,Chihuahua,45,4,548.38
CLIENTE_1691,Residencial,Michoacán,24,2,344.13
CLIENTE_1692,Residencial,Hidalgo,45,4,521.09
CLIENTE_1693,Residencial,Aguascalientes,45,4,455.39
CLIENTE_1694,Residencial,Quintana Roo,77,1,380.04
CLIENTE_1695,Residencial,Colima,24,2,307.19
CLIENTE_1696,Residencial,Jalisco,24,1,353.74
CLIENTE_1697,Residencial,Guanajuato,45,3,241.3
