cliente_id,tipo_cliente,estado,superficie_m2,ocupantes,costo_energia_mxn,costo_por_m2,costo_por_ocupante,eficiencia_relativa
CLIENTE_1142,Residencial,Ciudad de México,77,4,528.81,6.867662337662337,132.2025,0.20736538724450795
CLIENTE_1143,Comercial,Sonora,24,1,338.62,14.109166666666667,338.62,0.5585669056513689
CLIENTE_1144,Residencial,Campeche,45,4,452.43,10.054,113.1075,0.36189772946625437
CLIENTE_1145,Residencial,Jalisco,17,2,199.61,11.741764705882353,99.805,0.44375165103960384
CLIENTE_1146,Comercial,Morelos,45,3,368.37,8.186,122.79,0.2713026808992919
CLIENTE_1147,Comercial,Michoacán,45,1,359.97,7.999333333333334,359.97,0.26224964249859617
CLIENTE_1148,Comercial,Guanajuato,24,1,223.55,9.314583333333333,223.55,0.32603718940849835
CLIENTE_1149,Comercial,Jalisco,52,3,272.5,5.240384615384615,90.83333333333333,0.1284449888067744
CLIENTE_1150,Comercial,Veracruz,52,3,328.55,6.318269230769231,109.51666666666667,0.1807206895992535
CLIENTE_1151,Comercial,Michoacán,17,3,326.76,19.221176470588233,108.92,0.8064913041851283
CLIENTE_1152,Comercial,Colima,45,1,367.38,8.164,367.38,0.27023571565920984
CLIENTE_1153,Comercial,Chihuahua,24,2,226.86,9.4525,113.43,0.33272592983401245
CLIENTE_1154,Comercial,Chihuahua,45,2,283.4,6.297777777777777,141.7,0.17972688650558732
CLIENTE_1155,Residencial,Puebla,52,3,218.46,4.201153846153846,72.82000000000001,0.07804393847982405
CLIENTE_1156,Comercial,Tamaulipas,24,1,275.54,11.480833333333335,275.54,0.43109689174157256
CLIENTE_1157,Residencial,Michoacán,77,4,397.82,5.166493506493507,99.455,0.12486138677323229
CLIENTE_1158,Comercial,Aguascalientes,24,1,374.79,15.61625,374.79,0.6316580661319862
CLIENTE_1159,Comercial,Tamaulipas,45,3,302.33,6.718444444444444,100.77666666666666,0.20012855518715528
CLIENTE_1160,Residencial,Tabasco,45,1,365.33,8.118444444444444,365.33,0.2680263431923734
CLIENTE_1161,Comercial,Puebla,24,1,211.2,8.799999999999999,211.2,0.30108071078158033
CLIENTE_1162,Residencial,Tlaxcala,24,1,243.88,10.161666666666667,243.88,0.36711939268665567
CLIENTE_1163,Residencial,Hidalgo,52,4,448.7,8.628846153846153,112.175,0.29278001966555783
CLIENTE_1164,Comercial,Tlaxcala,45,3,274.97,6.110444444444445,91.65666666666668,0.17064151582488915
CLIENTE_1165,Residencial,Tlaxcala,24,3,356.17,14.840416666666668,118.72333333333334,0.5940313752790944
CLIENTE_1166,Comercial,Jalisco,45,3,274.93,6.109555555555556,91.64333333333333,0.17059840611821914
CLIENTE_1167,Comercial,Colima,17,2,239.44,14.08470588235294,119.72,0.5573805962601012
CLIENTE_1168,Residencial,Oaxaca,24,2,212.19,8.84125,106.095,0.3030812706067342
CLIENTE_1169,Residencial,Chihuahua,45,3,215.0,4.777777777777778,71.66666666666667,0.10600928809992197
CLIENTE_1170,Residencial,Chihuahua,17,1,347.81,20.459411764705884,347.81,0.8665437595426848
CLIENTE_1171,Residencial,Coahuila,52,1,286.29,5.505576923076924,286.29,0.14130639672699366
CLIENTE_1172,Comercial,Aguascalientes,45,3,341.2,7.582222222222222,113.73333333333333,0.24202041264370808
CLIENTE_1173,Residencial,Sonora,77,4,536.79,6.971298701298701,134.1975,0.2123915871358033
CLIENTE_1174,Residencial,Yucatán,45,4,422.86,9.396888888888888,105.715,0.33002887881047177
CLIENTE_1175,Residencial,Colima,77,1,227.39,2.953116883116883,227.39,0.017516117666281205
CLIENTE_1176,Residencial,Jalisco,45,1,346.9,7.708888888888889,346.9,0.24816354584418018
CLIENTE_1177,Comercial,Michoacán,45,2,340.25,7.561111111111111,170.125,0.24099655711029605
CLIENTE_1178,Residencial,Morelos,77,4,473.4,6.148051948051948,118.35,0.1724654203301375
CLIENTE_1179,Comercial,Ciudad de México,45,1,214.62,4.769333333333334,214.62,0.1055997458865572
CLIENTE_1180,Residencial,Hidalgo,17,1,201.86,11.874117647058824,201.86,0.45017055956950897
CLIENTE_1181,Comercial,Michoacán,45,3,255.74,5.683111111111112,85.24666666666667,0.1499165243432964
CLIENTE_1182,Residencial,Tlaxcala,77,2,201.29,2.614155844155844,100.645,0.0010770428338490031
CLIENTE_1183,Residencial,Tamaulipas,45,4,442.59,9.835333333333333,110.6475,0.3512927416254393
CLIENTE_1184,Comercial,Zacatecas,45,4,482.03,10.711777777777778,120.5075,0.39379891240203935
CLIENTE_1185,Residencial,Sonora,45,2,223.17,4.959333333333333,111.585,0.11481444568726534
CLIENTE_1186,Comercial,Yucatán,77,1,219.83,2.854935064935065,219.83,0.012754454611369828
CLIENTE_1187,Comercial,Guanajuato,17,3,374.41,22.024117647058826,124.80333333333334,0.9424295226073405
CLIENTE_1188,Residencial,Hidalgo,45,2,313.73,6.9717777777777785,156.865,0.21241482158809952
CLIENTE_1189,Residencial,Nuevo León,24,2,381.82,15.909166666666666,190.91,0.6458640616580779
CLIENTE_1190,Comercial,Tamaulipas,45,1,266.99,5.933111111111112,266.99,0.16204112934422818
CLIENTE_1191,Residencial,Aguascalientes,45,2,331.63,7.369555555555555,165.815,0.23170641532291547
CLIENTE_1192,Residencial,Michoacán,24,3,239.44,9.976666666666667,79.81333333333333,0.3581471849859661
CLIENTE_1193,Residencial,Aguascalientes,24,3,320.15,13.339583333333332,106.71666666666665,0.5212433299235004
CLIENTE_1194,Residencial,Guerrero,45,2,224.77,4.994888888888889,112.385,0.11653883395406454
CLIENTE_1195,Residencial,Jalisco,17,3,199.92,11.76,66.64,0.444636033992613
CLIENTE_1196,Comercial,Hidalgo,24,3,381.25,15.885416666666666,127.08333333333333,0.6447122241829893
CLIENTE_1197,Comercial,Tlaxcala,52,1,307.76,5.918461538461538,307.76,0.16133064821699405
CLIENTE_1198,Comercial,Campeche,24,2,380.38,15.849166666666667,190.19,0.6429541564578543
CLIENTE_1199,Comercial,Ciudad de México,45,2,264.63,5.8806666666666665,132.315,0.15949765665069934
CLIENTE_1200,Residencial,Chihuahua,77,1,263.45,3.4214285714285713,263.45,0.040228494618676065
CLIENTE_1201,Comercial,Jalisco,24,1,277.67,11.569583333333334,277.67,0.43540112651690327
CLIENTE_1202,Residencial,Jalisco,24,1,337.29,14.05375,337.29,0.5558792848761623
CLIENTE_1203,Residencial,Veracruz,45,1,309.89,6.886444444444444,309.89,0.2082762897477814
CLIENTE_1204,Residencial,Colima,45,4,587.4,13.053333333333333,146.85,0.5073606571974335
CLIENTE_1205,Residencial,Nuevo León,77,3,204.48,2.6555844155844155,68.16,0.003086263091146271
CLIENTE_1206,Comercial,Oaxaca,77,3,337.71,4.385844155844156,112.57,0.08700112668980314
CLIENTE_1207,Comercial,Puebla,45,4,463.49,10.299777777777779,115.8725,0.3738175633605038
CLIENTE_1208,Residencial,Morelos,24,1,234.65,9.777083333333334,234.65,0.3484677086602222
CLIENTE_1209,Residencial,Guanajuato,17,2,299.1,17.594117647058823,149.55,0.7275815219908286
CLIENTE_1210,Comercial,Coahuila,24,2,298.07,12.419583333333334,149.035,0.4766247835200714
CLIENTE_1211,Residencial,Colima,17,2,226.25,13.308823529411764,113.125,0.51975152803368
CLIENTE_1212,Residencial,Sonora,45,1,238.91,5.309111111111111,238.91,0.13177811526190236
CLIENTE_1213,Residencial,Aguascalientes,45,4,479.67,10.659333333333334,119.9175,0.3912554397085106
CLIENTE_1214,Comercial,Hidalgo,17,3,279.26,16.42705882352941,93.08666666666666,0.6709810129982434
CLIENTE_1215,Comercial,Aguascalientes,52,3,261.48,5.0284615384615385,87.16000000000001,0.11816705441367685
CLIENTE_1216,Residencial,Quintana Roo,24,3,228.49,9.520416666666668,76.16333333333334,0.3360197808592656
CLIENTE_1217,Residencial,Hidalgo,45,3,200.34,4.452,66.78,0.09020958060537439
CLIENTE_1218,Comercial,Ciudad de México,45,2,388.82,8.640444444444444,194.41,0.293342518434319
CLIENTE_1219,Comercial,Hidalgo,45,2,383.61,8.524666666666667,191.805,0.2877274791405542
CLIENTE_1220,Residencial,Morelos,45,4,495.41,11.009111111111112,123.8525,0.40821910928314764
CLIENTE_1221,Comercial,Colima,17,3,393.68,23.157647058823528,131.22666666666666,0.9974039081056828
CLIENTE_1222,Residencial,Michoacán,45,4,534.96,11.888000000000002,133.74,0.4508438317530902
CLIENTE_1223,Residencial,Ciudad de México,45,1,212.95,4.732222222222222,212.95,0.10379991563308551
CLIENTE_1224,Comercial,Tlaxcala,77,3,222.45,2.888961038961039,74.14999999999999,0.01440466059071742
CLIENTE_1225,Residencial,Chihuahua,45,3,378.25,8.405555555555555,126.08333333333333,0.28195077844677685
CLIENTE_1226,Residencial,Colima,45,4,525.88,11.686222222222222,131.47,0.44105792833900465
CLIENTE_1227,Residencial,Coahuila,45,4,570.27,12.672666666666666,142.5675,0.4888989253160147
CLIENTE_1228,Residencial,Guerrero,77,1,374.79,4.867402597402598,374.79,0.11035595024484479
CLIENTE_1229,Comercial,Michoacán,24,3,286.9,11.954166666666666,95.63333333333333,0.4540528105433366
CLIENTE_1230,Residencial,Ciudad de México,45,2,208.96,4.643555555555555,104.48,0.09949972239275502
CLIENTE_1231,Comercial,Michoacán,45,1,236.25,5.25,236.25,0.12891131976834871
CLIENTE_1232,Residencial,San Luis Potosí,45,1,212.5,4.722222222222222,212.5,0.10331493143304825
CLIENTE_1233,Residencial,Michoacán,17,3,236.32,13.901176470588235,78.77333333333333,0.5484797097652995
CLIENTE_1234,Residencial,Ciudad de México,45,2,279.6,6.213333333333334,139.8,0.1756314643719393
CLIENTE_1235,Comercial,Hidalgo,24,2,222.57,9.27375,111.285,0.32405683725834616
CLIENTE_1236,Residencial,Tabasco,45,2,232.03,5.1562222222222225,116.015,0.12436324571466587
CLIENTE_1237,Comercial,Guanajuato,45,3,286.48,6.3662222222222224,95.49333333333334,0.18304633391917582
CLIENTE_1238,Residencial,Jalisco,52,4,465.5,8.951923076923077,116.375,0.3084487399744543
CLIENTE_1239,Comercial,Campeche,45,3,290.74,6.460888888888889,96.91333333333334,0.18763751767952866
CLIENTE_1240,Residencial,Yucatán,24,2,283.25,11.802083333333334,141.625,0.44667700916776987
CLIENTE_1241,Comercial,Guerrero,24,3,325.24,13.551666666666668,108.41333333333334,0.531529036499291
CLIENTE_1242,Comercial,Tamaulipas,52,2,382.36,7.353076923076923,191.18,0.2309072276838797
CLIENTE_1243,Comercial,Jalisco,24,3,220.55,9.189583333333333,73.51666666666667,0.31997488690803244
CLIENTE_1244,Comercial,Jalisco,45,4,415.34,9.229777777777777,103.835,0.3219242539565156
CLIENTE_1245,Comercial,Michoacán,24,1,365.9,15.245833333333332,365.9,0.6136934430556054
CLIENTE_1246,Residencial,Guanajuato,45,1,298.3,6.6288888888888895,298.3,0.19578525224015486
CLIENTE_1247,Residencial,Puebla,45,3,349.03,7.756222222222221,116.34333333333332,0.2504591377243566
CLIENTE_1248,Residencial,Aguascalientes,24,3,241.53,10.06375,80.51,0.3623705890612907
CLIENTE_1249,Comercial,Guanajuato,24,2,361.23,15.051250000000001,180.615,0.6042564588298803
CLIENTE_1250,Residencial,Nuevo León,52,4,587.1,11.290384615384616,146.775,0.4218604298293242
CLIENTE_1251,Comercial,Aguascalientes,45,1,323.49,7.188666666666667,323.49,0.22293359001557458
CLIENTE_1252,Residencial,Puebla,45,2,220.17,4.892666666666666,110.085,0.11158121768701683
CLIENTE_1253,Residencial,Morelos,52,3,374.19,7.195961538461538,124.73,0.22328737977175556
CLIENTE_1254,Residencial,Chihuahua,77,4,559.74,7.26935064935065,139.935,0.22684663569535582
CLIENTE_1255,Comercial,Guanajuato,24,2,346.03,14.417916666666665,173.015,0.5735407928275196
CLIENTE_1256,Residencial,Michoacán,77,2,206.68,2.6841558441558444,103.34,0.004471932234109923
CLIENTE_1257,Residencial,Guanajuato,17,3,355.41,20.906470588235294,118.47000000000001,0.8882254061325863
CLIENTE_1258,Residencial,Aguascalientes,24,1,226.4,9.433333333333334,226.4,0.33179637678394097
CLIENTE_1259,Residencial,Yucatán,52,2,242.9,4.671153846153846,121.45,0.10083819588157583
CLIENTE_1260,Residencial,Tlaxcala,24,3,312.13,13.005416666666667,104.04333333333334,0.5050367745722549
CLIENTE_1261,Residencial,Chihuahua,24,2,251.22,10.4675,125.61,0.3819518261377955
CLIENTE_1262,Comercial,Quintana Roo,24,3,328.55,13.689583333333333,109.51666666666667,0.538217776924805
CLIENTE_1263,Residencial,Morelos,45,3,318.14,7.0697777777777775,106.04666666666667,0.21716766674846474
CLIENTE_1264,Residencial,Veracruz,45,3,220.59,4.902,73.53,0.11203386960705165
CLIENTE_1265,Residencial,Quintana Roo,45,4,531.32,11.807111111111112,132.83,0.44692084844612195
CLIENTE_1266,Residencial,Jalisco,52,1,379.81,7.304038461538462,379.81,0.22852893977985073
CLIENTE_1267,Residencial,Oaxaca,45,4,428.22,9.516,107.055,0.3358055795042491
CLIENTE_1268,Residencial,Chihuahua,24,1,316.01,13.167083333333332,316.01,0.5128773524728575
CLIENTE_1269,Residencial,Ciudad de México,77,3,266.19,3.457012987012987,88.73,0.04195428255127624
CLIENTE_1270,Residencial,Michoacán,24,1,289.18,12.049166666666666,289.18,0.4586601604436908
CLIENTE_1271,Comercial,Puebla,17,2,255.51,15.03,127.755,0.603225867404801
CLIENTE_1272,Comercial,San Luis Potosí,17,1,268.58,15.798823529411763,268.58,0.6405125938429607
CLIENTE_1273,Comercial,Sonora,45,1,205.12,4.558222222222223,205.12,0.095361190552437
CLIENTE_1274,Residencial,Jalisco,17,2,391.02,23.001176470588234,195.51,0.9898153317992172
CLIENTE_1275,Residencial,Guanajuato,17,2,321.4,18.905882352941177,160.7,0.7912000376427768
CLIENTE_1276,Residencial,Michoacán,24,2,297.2,12.383333333333333,148.6,0.4748667157949363
CLIENTE_1277,Residencial,Ciudad de México,24,3,274.36,11.431666666666667,91.45333333333333,0.42871238609138923
CLIENTE_1278,Comercial,Puebla,45,2,304.76,6.772444444444444,152.38,0.20274746986735656
CLIENTE_1279,Residencial,Campeche,52,2,273.68,5.263076923076923,136.84,0.12954552987608978
CLIENTE_1280,Residencial,Morelos,45,2,269.72,5.993777777777779,134.86,0.16498336682445433
CLIENTE_1281,Residencial,Yucatán,24,3,290.02,12.084166666666667,96.67333333333333,0.46035760514382124
CLIENTE_1282,Comercial,Jalisco,24,1,253.35,10.55625,253.35,0.38625606091312636
CLIENTE_1283,Residencial,Colima,77,3,234.65,3.0474025974025976,78.21666666666667,0.022088825838061224
CLIENTE_1284,Residencial,Colima,17,1,308.1,18.123529411764707,308.1,0.7532571561104491
CLIENTE_1285,Residencial,Tlaxcala,52,2,363.96,6.999230769230769,181.98,0.21374624829794542
CLIENTE_1286,Residencial,Aguascalientes,24,3,229.33,9.555416666666668,76.44333333333334,0.33771722555939604
CLIENTE_1287,Residencial,Chiapas,77,3,205.88,2.6737662337662336,68.62666666666667,0.0039680525457594885
CLIENTE_1288,Residencial,Jalisco,24,1,247.65,10.31875,247.65,0.3747376861622411
CLIENTE_1289,Residencial,Zacatecas,45,3,390.68,8.681777777777778,130.22666666666666,0.29534711979447315
CLIENTE_1290,Residencial,Aguascalientes,45,3,361.23,8.027333333333333,120.41000000000001,0.2636075982587005
CLIENTE_1291,Residencial,Chihuahua,45,4,518.78,11.528444444444444,129.695,0.43340595540508325
CLIENTE_1292,Residencial,Morelos,24,1,380.84,15.868333333333332,380.84,0.6438837095079256
CLIENTE_1293,Residencial,Oaxaca,45,3,286.41,6.364666666666667,95.47000000000001,0.18297089193250338
CLIENTE_1294,Comercial,Morelos,45,3,391.36,8.69688888888889,130.45333333333335,0.29607998480786274
CLIENTE_1295,Comercial,Tabasco,17,2,257.34,15.137647058823529,128.67,0.6084465796757904
CLIENTE_1296,Residencial,Campeche,17,2,246.39,14.493529411764705,123.195,0.5772078914969191
CLIENTE_1297,Residencial,Ciudad de México,45,2,323.99,7.199777777777778,161.995,0.22347246134894933
CLIENTE_1298,Residencial,Nuevo León,17,2,273.3,16.076470588235296,136.65,0.6539780375145838
CLIENTE_1299,Residencial,Colima,45,2,321.71,7.149111111111111,160.855,0.2210152080687605
CLIENTE_1300,Comercial,Hidalgo,24,3,259.01,10.792083333333332,86.33666666666666,0.3976936049640053
CLIENTE_1301,Residencial,Colima,45,3,320.07,7.112666666666667,106.69,0.2192477100952913
CLIENTE_1302,Comercial,Jalisco,24,2,253.31,10.554583333333333,126.655,0.3861752302131201
CLIENTE_1303,Residencial,Colima,45,1,209.46,4.6546666666666665,209.46,0.10003859372612976
CLIENTE_1304,Residencial,Colima,17,2,377.49,22.20529411764706,188.745,0.9512162951727215
CLIENTE_1305,Comercial,Ciudad de México,17,3,371.83,21.87235294117647,123.94333333333333,0.9350691741597157
CLIENTE_1306,Comercial,Jalisco,17,1,388.93,22.878235294117648,388.93,0.9838528789869944
CLIENTE_1307,Comercial,Tlaxcala,77,2,339.3,4.406493506493507,169.65,0.08800258757039961
CLIENTE_1308,Comercial,Morelos,17,1,332.73,19.572352941176472,332.73,0.8235228081511432
CLIENTE_1309,Residencial,Guanajuato,45,2,308.56,6.856888888888889,154.28,0.20684289200100467
CLIENTE_1310,Comercial,Yucatán,17,3,224.09,13.181764705882353,74.69666666666667,0.513589375844971
CLIENTE_1311,Residencial,Puebla,17,2,236.44,13.908235294117647,118.22,0.5488220515535611
CLIENTE_1312,Comercial,Michoacán,45,1,255.97,5.6882222222222225,255.97,0.15016440515664875
CLIENTE_1313,Residencial,Aguascalientes,45,3,373.2,8.293333333333333,124.39999999999999,0.2765081779796919
CLIENTE_1314,Comercial,Morelos,77,2,233.24,3.0290909090909093,116.62,0.021200737887343623
CLIENTE_1315,Residencial,Morelos,77,2,379.58,4.9296103896103896,189.79,0.11337292987884286
CLIENTE_1316,Residencial,Veracruz,45,2,301.53,6.700666666666666,150.765,0.19926636105375561
CLIENTE_1317,Residencial,Colima,45,2,339.11,7.535777777777778,169.555,0.23976793047020167
CLIENTE_1318,Comercial,Aguascalientes,45,4,417.62,9.280444444444445,104.405,0.3243815072367045
CLIENTE_1319,Residencial,Aguascalientes,24,3,251.98,10.499166666666666,83.99333333333333,0.38348760943791355
CLIENTE_1320,Residencial,Sonora,77,4,594.32,7.718441558441559,148.58,0.24862683522430243
CLIENTE_1321,Residencial,Colima,45,3,251.45,5.587777777777777,83.81666666666666,0.145293008302941
CLIENTE_1322,Residencial,Aguascalientes,45,2,257.37,5.719333333333333,128.685,0.15167324489009804
CLIENTE_1323,Comercial,Aguascalientes,24,3,238.07,9.919583333333334,79.35666666666667,0.35537873351075333
CLIENTE_1324,Residencial,Hidalgo,17,1,224.69,13.217058823529412,224.69,0.5153010847862791
CLIENTE_1325,Comercial,Nuevo León,77,3,245.02,3.182077922077922,81.67333333333333,0.028620366298303442
CLIENTE_1326,Residencial,Ciudad de México,24,1,324.82,13.534166666666666,324.82,0.5306803141492257
CLIENTE_1327,Residencial,San Luis Potosí,45,1,288.34,6.407555555555555,288.34,0.1850509352793298
CLIENTE_1328,Comercial,Guanajuato,17,3,307.57,18.092352941176472,102.52333333333333,0.751745146545627
CLIENTE_1329,Comercial,Colima,52,2,223.36,4.295384615384616,111.68,0.0826139819032522
CLIENTE_1330,Residencial,Coahuila,17,3,356.02,20.94235294117647,118.67333333333333,0.8899656435562494
CLIENTE_1331,Residencial,Chihuahua,52,4,557.99,10.730576923076923,139.4975,0.3947106412464684
CLIENTE_1332,Comercial,Colima,17,1,203.72,11.983529411764707,203.72,0.4554768572875638
CLIENTE_1333,Residencial,Michoacán,52,1,274.32,5.275384615384615,274.32,0.13014243350690485
CLIENTE_1334,Comercial,Colima,45,4,408.99,9.088666666666667,102.2475,0.3150805880226563
CLIENTE_1335,Comercial,Hidalgo,24,3,354.05,14.752083333333333,118.01666666666667,0.5897473481787652
CLIENTE_1336,Comercial,Colima,45,1,343.37,7.630444444444445,343.37,0.24435911423055454
CLIENTE_1337,Residencial,Ciudad de México,24,3,375.52,15.646666666666667,125.17333333333333,0.6331332264070995
CLIENTE_1338,Comercial,Tlaxcala,24,3,245.63,10.234583333333333,81.87666666666667,0.3706557358119274
CLIENTE_1339,Residencial,Colima,52,2,288.53,5.5486538461538455,144.265,0.14339555943484644
CLIENTE_1340,Residencial,Tlaxcala,45,1,235.49,5.2331111111111115,235.49,0.12809223534161912
CLIENTE_1341,Residencial,Tlaxcala,24,3,271.93,11.330416666666666,90.64333333333333,0.42380192106601183
CLIENTE_1342,Residencial,Michoacán,24,1,301.42,12.559166666666668,301.42,0.4833943546455917
CLIENTE_1343,Comercial,Guanajuato,24,3,209.91,8.74625,69.97,0.29847392070638007
CLIENTE_1344,Comercial,Campeche,52,3,339.0,6.519230769230769,113.0,0.19046700669615635
CLIENTE_1345,Comercial,Jalisco,24,2,305.52,12.729999999999999,152.76,0.49167950139622835
CLIENTE_1346,Residencial,Nuevo León,77,4,567.34,7.368051948051948,141.835,0.23163349273468473
CLIENTE_1347,Residencial,Ciudad de México,77,3,252.55,3.27987012987013,84.18333333333334,0.03336313386490171
CLIENTE_1348,Residencial,Oaxaca,17,2,375.78,22.10470588235294,187.89,0.9463379246899934
CLIENTE_1349,Comercial,Colima,24,1,394.36,16.43166666666667,394.36,0.6712044861100255
CLIENTE_1350,Residencial,Jalisco,52,2,378.9,7.286538461538461,189.45,0.2276802174297855
CLIENTE_1351,Comercial,Sonora,24,2,351.27,14.636249999999999,175.635,0.5841296145283333
CLIENTE_1352,Residencial,Guanajuato,17,1,358.04,21.061176470588236,358.04,0.8957283969919865
CLIENTE_1353,Residencial,Tamaulipas,24,2,311.45,12.977083333333333,155.725,0.5036626526721493
CLIENTE_1354,Comercial,Jalisco,45,2,236.59,5.257555555555555,118.295,0.12927775227504354
CLIENTE_1355,Residencial,San Luis Potosí,45,3,331.63,7.369555555555555,110.54333333333334,0.23170641532291547
CLIENTE_1356,Comercial,San Luis Potosí,17,2,338.58,19.916470588235292,169.29,0.8402119703288963
CLIENTE_1357,Comercial,Aguascalientes,17,3,391.78,23.045882352941174,130.59333333333333,0.9919834964582073
CLIENTE_1358,Residencial,Michoacán,77,4,507.41,6.58974025974026,126.8525,0.19388660558113446
CLIENTE_1359,Residencial,Oaxaca,45,2,252.43,5.609555555555556,126.215,0.14634919611635552
CLIENTE_1360,Residencial,Colima,45,1,332.92,7.3982222222222225,332.92,0.2330967033630223
CLIENTE_1361,Comercial,Sonora,45,1,390.6,8.68,390.6,0.2952609003811331
CLIENTE_1362,Residencial,Colima,45,4,431.57,9.590444444444444,107.8925,0.3394160174378599
CLIENTE_1363,Residencial,Ciudad de México,45,4,462.57,10.279333333333334,115.6425,0.37282604010709425
CLIENTE_1364,Residencial,Michoacán,24,2,305.25,12.71875,152.625,0.49113389417118647
CLIENTE_1365,Comercial,Aguascalientes,24,3,232.71,9.696250000000001,77.57000000000001,0.344547419709921
CLIENTE_1366,Residencial,Michoacán,45,2,203.83,4.529555555555556,101.915,0.09397090251233013
CLIENTE_1367,Comercial,Tlaxcala,45,3,265.24,5.894222222222222,88.41333333333334,0.16015507967741655
CLIENTE_1368,Comercial,Ciudad de México,77,2,368.37,4.784025974025974,184.185,0.10631231574583272
CLIENTE_1369,Residencial,Aguascalientes,24,1,207.97,8.665416666666667,207.97,0.2945536317560788
CLIENTE_1370,Residencial,Chiapas,77,1,283.21,3.6780519480519476,283.21,0.05267432292093125
CLIENTE_1371,Comercial,Guanajuato,77,3,348.23,4.522467532467533,116.07666666666667,0.09362714459161109
CLIENTE_1372,Residencial,Puebla,24,2,385.51,16.062916666666666,192.755,0.6533206937336509
CLIENTE_1373,Comercial,Zacatecas,45,4,599.91,13.331333333333333,149.9775,0.5208432179584697
CLIENTE_1374,Residencial,Guerrero,45,3,281.85,6.263333333333334,93.95,0.17805638537212565
CLIENTE_1375,Residencial,Ciudad de México,77,1,384.94,4.999220779220779,384.94,0.1167489237907906
CLIENTE_1376,Comercial,Sonora,45,3,206.42,4.587111111111111,68.80666666666666,0.09676225601921129
CLIENTE_1377,Residencial,Aguascalientes,45,2,345.04,7.667555555555556,172.52,0.24615894448402617
CLIENTE_1378,Residencial,Tabasco,45,4,528.54,11.745333333333333,132.135,0.4439247238325583
CLIENTE_1379,Residencial,Oaxaca,24,3,248.18,10.340833333333334,82.72666666666667,0.3758086929373235
CLIENTE_1380,Residencial,Tabasco,24,2,298.49,12.437083333333334,149.245,0.47747350587013665
CLIENTE_1381,Residencial,Aguascalientes,45,2,224.77,4.994888888888889,112.385,0.11653883395406454
CLIENTE_1382,Residencial,Guanajuato,45,4,576.19,12.804222222222224,144.0475,0.4952791619031718
CLIENTE_1383,Comercial,Coahuila,45,1,269.34,5.985333333333333,269.34,0.16457382461108946
CLIENTE_1384,Residencial,Morelos,45,2,321.67,7.1482222222222225,160.835,0.22097209836209047
CLIENTE_1385,Comercial,Aguascalientes,24,2,230.47,9.602916666666667,115.235,0.34002090050957307
CLIENTE_1386,Residencial,Aguascalientes,45,2,239.74,5.327555555555556,119.87,0.13267264167530446
CLIENTE_1387,Comercial,Aguascalientes,17,3,393.07,23.121764705882352,131.02333333333334,0.9956636706820197
CLIENTE_1388,Residencial,Jalisco,52,1,346.45,6.6625,346.45,0.19741533802361344
CLIENTE_1389,Comercial,Morelos,77,3,387.22,5.028831168831169,129.07333333333335,0.1181849809025893
CLIENTE_1390,Residencial,Michoacán,45,3,257.22,5.716,85.74000000000001,0.15151158349008562
CLIENTE_1391,Residencial,Nuevo León,17,1,231.61,13.624117647058824,231.61,0.5350427945760317
CLIENTE_1392,Residencial,Guanajuato,24,3,297.65,12.402083333333332,99.21666666666665,0.4757760611700061
CLIENTE_1393,Residencial,Michoacán,45,3,296.02,6.578222222222222,98.67333333333333,0.19332799895996597
CLIENTE_1394,Residencial,Michoacán,45,4,431.11,9.580222222222222,107.7775,0.3389202558111551
CLIENTE_1395,Residencial,Veracruz,45,4,547.39,12.164222222222222,136.8475,0.46424017310078625
CLIENTE_1396,Comercial,Tlaxcala,24,2,270.1,11.254166666666668,135.05,0.4201039165407277
CLIENTE_1397,Residencial,Jalisco,45,3,235.87,5.241555555555555,78.62333333333333,0.1285017775549839
CLIENTE_1398,Residencial,Puebla,45,1,264.29,5.873111111111111,264.29,0.15913122414400455
CLIENTE_1399,Residencial,Guanajuato,24,3,309.47,12.894583333333335,103.15666666666668,0.4996615330218419
CLIENTE_1400,Comercial,Chiapas,45,4,545.98,12.132888888888889,136.495,0.4627205559406695
CLIENTE_1401,Residencial,Colima,17,2,293.55,17.26764705882353,146.775,0.7117482142837296
CLIENTE_1402,Residencial,Yucatán,45,3,302.06,6.712444444444444,100.68666666666667,0.1998375646671329
CLIENTE_1403,Residencial,Puebla,52,1,226.59,4.3575,226.59,0.08562647991502216
CLIENTE_1404,Comercial,Yucatán,45,4,585.16,13.003555555555554,146.29,0.5049465136239146
CLIENTE_1405,Comercial,Nuevo León,52,2,380.72,7.321538461538462,190.36,0.22937766212991598
CLIENTE_1406,Residencial,Chiapas,45,3,332.84,7.396444444444444,110.94666666666666,0.2330104839496823
CLIENTE_1407,Comercial,Puebla,24,1,202.96,8.456666666666667,202.96,0.2844295865803007
CLIENTE_1408,Comercial,Hidalgo,45,4,506.54,11.256444444444444,126.635,0.42021438516406945
CLIENTE_1409,Residencial,Colima,45,1,322.28,7.161777777777777,322.28,0.22162952138880768
CLIENTE_1410,Comercial,Zacatecas,24,3,393.6,16.400000000000002,131.20000000000002,0.6696687028099074
CLIENTE_1411,Residencial,Sonora,17,3,393.87,23.168823529411764,131.29,0.9979459492704303
CLIENTE_1412,Residencial,Puebla,45,2,366.85,8.152222222222223,183.425,0.2696645120458327
